fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,n_people,n_black,n_white,n_other,n_frisked,narrative,was_frisked
FC20000917,2020-02-08 17:55:00,,BOSTON,2115,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"TS of MA Reg: XXXfor VALS at Commonwealth Ave & Hereford St.

Prior to making contact, a CJIS inquiry of MA Reg: XXXrevealed the owner,  XXX (DOB: XX/XX/XXXXhas several open cases for firearm violations. MV also has over 28 recent inquiries.

Officers made contact with the operator, who was in fact XXXWhile speaking with XXXofficers observed several finished marijuana blunts in the ash tray, material for rolling marijuana, and a few nuggets of what appeared to be Marijuana on the dashboard. 

An exit order was given.

A frisk of XXXwas negative for weapons, but was positive for 2 additional small bags of marijuana to which XXXstated was for personal use and he did not use today. A frisk of the MV was negative for weapons and additional contraband other then the marijuana that was observed on the dashboard. 

XXXwas issued Mass Uniform Citation issued XXXWarning) 

XXXwas released forthwith. 

D101F (Herbert/Melay)",1
FC25000882,2025-03-04 19:00:00,ANNUNCIATION ROAD,ROXBURY,2120,Stopped,Reasonable Suspicion ," Gang, Body Worn Camera",Passenger Car/ Automobile,2,1,1,0,1,"Housing Police stopped XXXXXX at XXXParker Street (Bromley Heath Housing Develpment).   CJIS inquiry showed attached plates coming back to a 2006 Honda Odyssey (Canceled).  Officers made contact with XXXwho stated, ""Nah we not doing this right now, can y'all pull me over back in XXXI got beef over here"". Due to the recent spike in crime between both XXX Officers followed XXXback to XXXAnnunciation Road and conducted the stop. Officers were directly behind XXXthe entirety of the way back.   XXXwas then frisked for weapons on his person and in his vehicle due to his status as an XXX associate and his presence in the XXXto which yielded negative results. XXXwas advised to remove the attached plates and place them on the appropriate vehicle.   It should be noted that XXXmade numerous comments stating:   * "" I got shot over there (referring toXXX""  * "" I'm tapped, Imma still go over there, my mom lives there""  * "" Those kids been getting tortured for years now (referring to XXX  BK01 BWC activated.  FIO for intel purposes  Z434 Z429",1
FC24004533,2024-11-13 00:00:00.0000000,SAFFORD ST,HYDE PARK,2136,Stopped,Encounter,Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"TS for VALS (Stop Sign Violation- 89:9) MA REG: XXX(rental) 2023 Nissan Murano (Blue) at XXXSafford St, Hyde Park

Operator:XXX(DOB: XX/XX/XXXX
BOP revealed Prior Numerous Firearm Possession violations and 94C on BOP 

Mr. XXXwas cordial during the stop.

Written warning issued viaXXXXXX",0
FC22002346,2022-06-03 00:00:00,,BOSTON,2126,Stopped,Probable Cause,,Suv (sport Utility Vehicle),1,1,0,0,0,"TS Illegal U-turn Morton/Blue Hill Ave MA Reg XXX2018 BMW X-5. Driver XXX. Vehicle had white sicker in the bottom drivers side of windshield and white E-Z pass in the center of the windshield. B-3 Detectives notified.

CK01D Adams/O'Toole",0
FC23000866,2023-02-15 17:04:00.0000000,,BOSTON,2116,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"Officers conducted a traffic stop 2018 Red Dodge Challenger (MA REG: XXXfor VALS at the intersection of Tremont Street and Stuart Street. 

Operator Identified as: 

XXX(DOB: XX/XX/XXXX
CJIS inquiry revealed that XXXhas a history of multiple F/A Charges and ABDW. 

FIO for Officer safety and Intel. 

AK01F (Hiltunen/ Marchand)",0
FC22002380,2022-06-06 10:45:00,SHAWMUT AVE,BOSTON,2118,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,3,3,0,0,3,"TS for speeding, tints and expired inspection on MA Reg XXXin area of Shawmut and Melnea Cass. Operator XXX, front seat passenger unidentified, back seat passengers XXX (Everton/Geneva) and XXXhas open firearm charges and his house on Topliff Street has been the target of recent shots fired. XXXand EYG associates were also on a recent Officer Safety bulletin (05/27/22) for firearm activity. 

XXXwas recently FIO'd with XXX after a shots fired incident in Dudley area. Due to the above facts, occupants were removed from vehicle and frisked for weapons. No weapons found during frisk but front passenger side door was found to be extremely loose and had previously been manipulated, leaving large natural voids in the door. Glove box was locked and could not be opened with key. XXXstated it was ""jammed."" 

XXXstated he was no longer living on Topliff but would not give officers location of his current residence.

FIO to associate occupants with vehicle. 

DK01F O'Leary/ May",1
FC22001861,2022-05-08 00:38:00,BLUE HILL AVE,BOSTON,2121,Stopped,Probable Cause,,Passenger Car/ Automobile,1,1,0,0,1,"Officers conducted a TStop for VALs (equipment violation - no headlights) of MI Reg. XXXOperator identified as XXX (open A&B Firearm, open armed robbery, and other open firearm offenses on BOP).

XXXdid not have an active license. XXXand vehicle pat-frisked for weapons (no weapons found). Licensed operator took custody of the vehicle. Verbal warning given for VALs. FIO'ed to associate XXXwith vehicle.

(O'Leary/Bamford)",1
FC25005868,2025-11-02 01:50:00,,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,0,1,0,1,"Traffic Stop Norfolk /Woodrow 01:50   Officers noted MA Reg XXX(2010 Honda Accord) driving too close to vehicle in front of him. Officers then noted vehicle recklessly pass the vehicle and fail to stop at red light.   During the Stop OP:XXX pretended to only speak Spanish to officers, not identifying himself. Mr. XXXgave his license to officers after a few minutes and began speaking English.  Mr. XXXthen rolled his window up, ignoring officers demands to keep it down due to window tint on the vehicle and officer safety. At this time officers removed Mr. XXXfrom the vehicle. Mr. XXXwas hostile with officers once out of the vehicle. Officers then placed Mr. XXXin handcuffs and detained him for the remainder of the encounter. Mr. XXXgirlfriend (unknown) was present.  Vehicle and Mr. XXXfrisked to no avail.  Citations issued to Mr. XXXand released.  C112A (Belanger/Fawkes)",1
FC25000132,2025-01-09 13:33:00,,BOSTON,2108,Stopped,Intel, Body Worn Camera,Passenger Car/ Automobile,3,3,0,0,1,"About 1:30pm on Thursday 01/09/2025, Officers Eaton assigned to the A425D conducted a traffic stop of (MA REG: XXX at School and Province Street.  Also assisting was Officer Heywood in the A709D.  Officers attention was drawn to a white BMW (MA REG: XXX Officers observed the vehicle to have excessive tint and the license plate to have a tinted cover almost making it difficult for Officers to view. At this time Officer Eaton activated his lights and sirens in attempt to pull over the vehicle.  (MA REG: XXX stopped at Province and School street. Officers identified the operator asXXX (DOB: XX/XX/XXXXand the passenger to beXXX(DOB: XX/XX/XXXXalso in the rear seat wasXXX(DOB: XX/XX/XXXX  Officer Eaton informed the driverXXX the reason for the traffic stop and requested for his drivers license. XXXreplied that he didn't have it on him. A CJIS inquiry indicated that XXXdid not have a active drivers license. Officers advised XXXthat he couldn't operate the vehicle. The rear passengerXXXdid have a active license and took ownership of (MA REG: XXX.  A CJIS inquiry also revealed that XXXhas a open case for carrying a firearm.  07/10/24 PD: XXXCOURT: SUFFOLK SUPERIOR DKT#: XXXOFF: FIR CARRY W/AMM W/O LICENSE FIR CARRY W/AMM STATUS: O WPD: WDT: DISP: DF 7/11/24 D/R PTCOR-B 1/8/25   It should be noted that A1 Officers had a encounter with XXXand XXXon 1/08/2025 for a fight at Suffolk Superior Court (I252002019).  A FIO was conducted for intel and to associate him in the area.",1
FC23001503,2023-03-22 21:57:00.0000000,,DORCHESTER,2124,Stopped,Probable Cause," Auto Investigator, Body Worn Camera, Other Agency/Unit Notified",Passenger Car/ Automobile,3,3,0,0,0,"Officers conducted a traffic stop at Westview St and Westview Way of Maryland Temp Tag XXXdue to it being parked in a posted Tow Zone and also impeding traffic as it was parked with the front end sticking out into the street. Officers spoke with the following individuals on scene:

1)XXX DOB XX/XX/XXXX- Claimant

2) XXX DOB XX/XX/XXXX- See I232013306 when XXXwas arrested at the same location for F/A related Offenses. XXXhad belongings within the front passenger seat including a cell phone that she removed. 

3) XXXDOB XX/XX/XXXX- See I232013306 where XXXwas arrested for Receiving Stolen M/V as him and XXXwere found to be in a Stolen Uhaul. 

Both XXXand XXXwere argumentative with Officers while on scene. Maryland Temp Tag XXXwas found to be Unregistered and was subsequently towed. MA Uniform Citation XXXissued to XXX

FIO'd for Intel Purposes and to further associated XXXand XXXwith the area.

C111F (Kennedy / R. Adams)",0
FC20000790,2020-02-03 23:02:00,,BOSTON,2118,Stopped,Intel, Gang,Passenger Car/ Automobile,3,1,2,0,3,"t-stop for vals heavy tint ch90-9d  operator of the vehicle 1-XXX Lenox st. gang member front passenger 2-XXXLenox st gang member rear passenger 2-XXX) lenox st. gang member.  all occupants in the vehicle began moving and reaching around once the vehicle came to a stop.  all occupants removed and a pat frisk of the occupants and vehicle with negative results.  officers observed marijuana / baggies and a scale in the vehicle.

 

verbal warning for the tinted windows.

 

DK01F Medrano /Doolan",1
FC20004897,2020-10-01 01:48:00,BOSTON ST,DORCHESTER,2125,Stopped,Reasonable Suspicion , Gang,Suv (sport Utility Vehicle),1,1,0,0,0,"Officers initiated a M/V stop of a white SUV (VA REG XXXin the area of 69 Boston Street. Occupant was identified asXXX (DOB XX/XX/XXXX). FIO'D and released. XXX is an active Wendover member with prior F/A and drug charges. 



FK01A Keddy/McCarthy",0
FC21004327,2021-11-08 16:59:00,,BOSTON,2125,Stopped,Probable Cause,,Passenger Car/ Automobile,2,2,0,0,1,"YVSF Intel - VK23/VK04

Officers observed a black Jeep Cherokee (MA reg: XXXtraveling outbound on Quincy Street in the inbound lane, cutting a large line of traffic. The vehicle was stopped as it turned onto Drayton Ave. The operator, who was wearing a full baclava type ski mask, handed the officers a driver's license in the name of Heath Street associate XXX; however, officers recognized the operator to beXXX XXXbrother. XXXhad two felony warrants and was arrested without incident. XXXgirlfriend,XXXwas a passenger, and took custody of the vehicle.",1
FC24003700,2024-09-11 18:06:00.0000000,SHAWMUT AVE,ROXBURY,2118,Stopped,Probable Cause,"Warrant Arrest, Body Worn Camera",Suv (sport Utility Vehicle),1,1,0,0,1,"Officers observed XXX (active XXX associate) in the area of XXXShawmut Ave consulting with individuals in a white Volkswagen atlas (NH REG: XXXOfficers are aware of the suspects active warrant out of West Roxbury Court. Officers confronted the suspect and placed him under arrest without incident. XXXwas cordial with Officers.

D101F (Williams/Castor)",1
FC21000132,2021-01-11 00:00:00,,BOSTON,2126,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,2,0,0,0,"1/11/2021 

TSTOP Bluehill Ave/Fairway MA comm reg XXX(window tint) 2013 Black Infiniti M37 . Operator XXX (Active LTC), front pass XXX (Multiple F/A on BOP, active Heath St) FIO and released. 

CK01D S. O'Brien/O'Toole",0
FC25004245,2025-08-05 19:36:00,HYDE PARK AVENUE,BOSTON,2131,Stopped,Reasonable Suspicion , Drugs,Passenger Car/ Automobile,1,1,0,0,1,"Under the direction of S/D. Champagnie, members of the Drug Control Unit, detailed to District B3, were in the area of Cummins Hwy and Fairway St, Mattapan, MA, conducting a drug investigation.  On Tuesday August 05, 2025 at about 07:30 PM, Officer Leon, while in the area mentioned above, did observe an unknown male described as a 18-20 year old brown skinned male with curly twisted hair, enter the front passenger seat of Mass Reg XXXwhich had been waiting in the Burger King parking lot located at XXXCummins Hwy for a few minutes prior to the unknown male entering said M/V. Said M/V then pulled out of the parking lot, parked on on cummins Hwy facing River St and proceeded to allow the unknown male to exit. Said M/V then conducted a U-turn and proceeded to drive up Cummins Hwy towards Harvard St. Officer Leon then requested assistance via BPD Channel #3, with assistance in conducting a threshold inquiry with the driver of said M/V. With the assistance of marked Boston Police units, said M/V was stopped in the area of XXXHyde Park Av. Officer Leon proceeded to speak to the operator of said M/V, who was then identified as one,XXX (DOB XX/XX/XXXXThe Officer informed XXXof his observations and asked if XXXwas in possession of any drugs or weapons to which XXXreplied ""no"". XXXwas asked to step out of said M/V, Officer Leon conducted a pat frisk of XXXpersons for any weapons or drugs to no avail. During a pat frisk of XXXM/V, Officer Leon was able to locate one clear plastic bag containing a green leafy substance believed to be marijuana in the middle arm rest of said M/V. XXXwas FIO'ed and released from the scene.  It should be noted that the unknown male that was observed entering and exiting XXXM/V, was seen prior to this incident entering and exiting another M/V (Mass Reg XXXthat was also waiting in the Burger King parking lot at about 06:52 PM on today's date.",1
FC25003202,2025-06-21 11:40:00,,BOSTON,2124,Stopped,Probable Cause, Gang,Suv (sport Utility Vehicle),2,1,0,1,1,"Officers responded to the area of XXXStratton for a Shot Spotter Activation for four rounds. MA: XXX(2019 Jeep Compass, black) was seen on Lyford Street in the immediate area of the SSA traveling away from Franklin Field. Officers followed the vehicle and observed it to attempt to pull over on its own on Milton Ave, continue back into traffic, and signal left and right as if the operator was unsure where to go.  Officers stopped the vehicle to further investigate. The driver was identified asXXX had an unzipped fanny pack across his chest, his hands were trembling, and he was breathing heavily. XXXlater stated that his shaking and nervous behavior was due to him ""being cold,"" despite the temperature being 72 degrees at the time. XXXwas found to have a prior firearm charge from 2022.  The passenger was XXX who Officers knew to have past firearm charges and to XXXand prior gunshot victim. XXXalso had a backpack resting below his feet.  Based on the aforementioned factors, both parties were issued an exit order and frisked. No weapons were located. XXXhad a large afro, black t-shirt with a cartoon on it, gray jeans, and pink sneakers. XXXwore a white t-shirt, red sweatpants, and white sneakers. FIO'd and released.  Adams/Harrington",1
FC24001354,2024-03-26 21:05:00.0000000,MAVERICK SQ,EAST BOSTON,2128,Stopped,"Intel, Reasonable Suspicion ",Body Worn Camera,Passenger Car/ Automobile,3,0,3,0,3,"About 8:50 pm on 03/26/24, officers were surveilling the area of Maverick Square when they observed what they believed to be a hand-to-hand exchange of narcotics/currency from a passenger in a Gold Honda Civic (MA REG XXXOfficers observed the vehicle occupied by three and aimlessly driving around the Maverick Square area after the transaction.

Officers know the area to be an active drug area. After a period of time, Officers then encountered the vehicle parked in the rear of XXXMaverick Square. 

Officers conducted a IVMV of said vehicle and frisked the occupants and the vehicle for the safety of the officers and the public.

Officers discovered THC Cartridges to be in the vehicle and the occupants to be under the age of 21. 

Officers identified XXX(Driver), XXX.

It should be noted that the subjects were combative and of erratic behavior toward officers. Also, the area where the subjects parked remained near Maverick Square and away from the subjects domiciles. 

Officers gave MGL City Ordinance Violation Notice for 94C/32I Poss. Of Marijuana under 1 Oz.",1
FC20003099,2020-06-06 00:22:00,,BOSTON,2127,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,0,2,0,0,"About 12:22am on Saturday 06/06/2020, officers observed XXXidling in the area of Dorchester Ave and Von Hillern St, Boston. 

Officers observed an unknown female approach the passenger side door of the above vehicle, and entered after a brief conversation. This location is known to officers for prostitution activity, 

Officers conducted a traffic stop of the above vehicle in the area of Old Colony Ave and Patterson Way. The operator, later identified asXXX, admitted to officers he picked up the unknown female to engage in sexual activity, The female, later identified as XXX, also admitted to officers that she was attempting to engage in sexual activity for a fee. Officers ordered the female out of the vehicle and to return home to which she complied. XXXwas FIO'd and released. 

F411A (Fitzgerald/Donahue)",0
FC25005342,2025-10-03 01:31:00,BOWDOIN ST,DORCHESTER,2122,Stopped,Probable Cause," Body Worn Camera, Gang",Suv (sport Utility Vehicle),3,3,0,0,2,"About 1:31 AM on Friday, 10/03/2025, Officers assigned to District B-3 conducted a traffic stop for speeding (MGL 90/17) on a white colored 2025 Chevrolet Trailblazer bearing Illinois Reg. XXXin the area of XXXBowdoin Street, Dorchester.  Driver identified as XXXXXX, open F/A), passenger identified asXXXear passenger identified as XXXX, prior F/A). XXXwas argumentative and had a rapid and visible chest rise and fall, XXXwas sitting in an unnatural manner and leaning forward despite her seat being reclined. Exit order issued for fear a weapon was present in the vehicle. Occupants and vehicle frisked for weapons to no avail.  Verbal warning issued for speed.  CK02A (Ashe/Calabrese/Parlon)",1
FC24004601,2024-11-17 12:07:00.0000000,,BOSTON,2121,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"PO Jose M Diaz Jr. (106745) in the B453D at 12:07PM on 11/17/2024 (Event# P240578798) BWC activated.

T-Stop for speeding (50 in a 25) a Seaver & Elm Hill. (XXXWritten Warning issued)

Stop made at Seaver & Blue Hill of a Blue 2010 Mercedes C Class (MA Reg# XXX- OwnerXXX 

Driver/Sole occupant was identified as XXX (dob XX/XX/XXXXMA DL# XXXwith same home address as vehicle owner XXX Nazing St.XXXDriver apologized and stated he was just moving his girlfriend's car while he went to the store. 

FIOE generated to associate the driver with this vehicle due to prior Firearms entries on the BOP.",0
FC21004643,2021-12-07 15:45:00,,BOSTON,2118,Stopped,Intel,,Passenger Car/ Automobile,1,1,0,0,0,"Officers conducted a traffic stop of a 2021 Nissan Rogue (MAXXX) for VALS (excessive tint) of a vehicle at Massachusetts Ave and Columbus Ave. Officers tint meter read 1% tint on windows. Driver of the vehicle wasXXX (Orchard Park). XXXhas multiple F/A charges on BOP. XXXwas courteous with officers throughout the stop and stated the tints were not to hide from the police but for ""kids trying to make a name for themselves""

FIO to connect XXXto vehicle.

D103F Sullivan/O'Leary",0
FC23000320,2023-01-14 23:00:00.0000000,BENNINGTON,EAST BOSTON,2108,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,2,1,1,0,2,"GK01F Forbes/Ashman stopped MA reg XXXfor val's in rear of XXXBennington St.

Officers recognized driver as XXX XX/XX/XXXXwho immediately stated to officers he did not have a valid driver's license.

Front passenger XXXXX/XX/XXXX (one entry on BOP for receiving stolen property)XXX was wearing maroon and white sneakers, black jeans with red writing, and a black and grey Jordan brand hoody with Jordan symbol on front of hoody. 

XXXhas been involved in several incidents and FIO's (I212076670, fio 210167351, fio 202076039) that he was with confirmed XXX members to includeXXX, XXXa, and XXX (who also shares same address of XXXBennington St. with XXX
Parties and vehicles frisked to no avail. CJIS checks conducted revealing no active warrants. Verbal warning given for VAL's.",1
FC21000051,2021-01-04 17:30:00,,BOSTON,2128,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,0,1,0,1,"About 17:30 hours on Monday 01/04/2021 Officers assigned to the A7 DCU under the direct supervision of Sgt. Det. Freeman were conducting a Drug Investigation in the area of Orient Heights. 

Officers stopped MA REG: XXXa 2010 Hyundai Genesis operated by XXX (DOB: XX/XX/XXXXas part of the Drug Investigation. Code 28 conducted by P.O Kennedy (A102F) which yielded negative results. 

Advised to vacate the area, FIO'd and released.",1
FC22001426,2022-04-11 15:10:00,,ROXBURY,2121,Stopped,Probable Cause,,Passenger Car/ Automobile,4,3,0,1,4,"YVSF invest #222025446

3:10PM/Brunswick Street

New Jersey registration XXX(2021 Hyundai Elantra gray).

Officers placed XXX under arrest for trafficking class A and B. 

He was the rear middle passenger.

All other occupants were very hostile towards Officers, whom were released from traffic stop. Citation issued to operator XXX",1
FC23002409,2023-05-09 18:03:00.0000000,,EAST BOSTON,2128,Stopped,"Intel, Probable Cause",,Passenger Car/ Automobile,2,1,0,1,0,"T Stop of MA REG: XXXfor VALs (Marked Lanes Violation) at Meridian and Nay Street East Boston. 

Driver: XXX DOB XX/XX/XXXXBOP: 94C Offenses, Multiple Firearm Offenses, Possession Of Explosive Device, Robbery, Assault and Battery, ADBW (F/A) and ABPO

Rear Passenger: XXX DOB XX/XX/XXXXBOP: Larceny, Chapter 90 related crimes. 

M/V registered to Hertz Rental. 

Prior to the traffic stop, the officers observed XXX, along with four unidentified males congregating inside of NY Reg XXX(Rental) in front ofXXX Maverick Square. 

FIO'd to associate parties with both M/V.

GK01F (Nedio/Nepomuceno-Mateo) & G101F (Byrnes/Petruzziello)",0
FC25006620,2025-12-26 00:00:00,HARVARD ST,DORCHESTER,2121,Stopped,Intel," Auto Investigator, Body Worn Camera",Suv (sport Utility Vehicle),1,0,1,0,0,"About 4:25pm on Friday, 12/26/25, Officers McLaughlin and Iacob conducted a traffic stop at XXXHarvard Street, Dorchester.  Officers were on a regular patrol on Washington Street and Talbot Avenue when they observed a grey Toyota Highlander XXXwith a broken right tail light.   Officers were aware from prior knowledge that the owner of the vehicle (XXX) has an open firearms case out of Stoughton. Officers pulled the car over at XXXHarvard Street and made contact with XXXwho was accompanied by two females who did not give their name.  XXXwas cooperative with officers and had an active/ license registration. Officers will mail citation XXXto the operator due to printer malfunction.",0
FC23005662,2023-12-02 03:14:00.0000000,,DORCHESTER,2121,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,4,4,0,0,4,"T/S for VAL (Expired Inspection Sticker) on a Purple 2012 Nissan Rogue MA REG: XXXat Seaver St and Normandy St.

Operator: XXX (DOB: XX/XX/XXXXActive Heath St, Open F/A and prior F/As.

Front Passenger: XXXDOB: XX/XX/XXXXActive Heath St, Prior F/A.

Rear Left Passenger: XXX(DOB: XX/XX/XXXXActive Heath St.

Rear Right Passenger:XXX (DOB: XX/XX/XXXXActive Heath St.

Officers approached the vehicle and observed XXXsweating profusely and breathing heavy. XXXtold officers that the vehicle was a rental that his ""baby momma"" had rented. 

Officers conducted a CJIS inquiry which revealed that none of the occupants in the vehicle had an active license.

Officers issued an exit order.

MV/all occupants pat frisked to no avail.

While officers were conducting a pat frisk of the vehicle XXXcontacted his wife who lives in Stoughton to come take ownership of the vehicle.

FIO'd to associate all with MV. 

B201A (McPherson, Colpoys).",1
FC25001353,2025-03-30 19:15:00,BOYLSTON ST,BOSTON,2199,Stopped,Encounter,,Passenger Car/ Automobile,1,1,0,0,0,T/S VALS MA XXXat the intersection of Boylston Street and Ring Road.   Operator identified as XXX XX/XX/XXXXopen F/A prior 94c   Verbal warning issued.,0
FC23005036,2023-10-25 21:00:00.0000000,HARRISON AVE,BOSTON,2118,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"T Stop for vals (Excessive Tint, 90:9D) on MA REG: XXXat Harrison Ave and Melnea Cass

CJIS inquiry revealed numerous remarks stating that a firearm was pointed at a Mass State Trooper on 10/04/23. Officers inquired with a MSP trooper on scene, who advised that the vehicle had not been stopped since the incident occurred.

Officers identified the operator as the registered owner of the vehicle, XXX XX/XX/XXXXWhile on scene Officers observed Mr. XXXto be breathing at a rapid pace and aimlessly scrolling through his phone. Due to the above remarks and actions of Mr. XXXOfficers feared that a weapon, specifically a firearm, may be inside of the vehicle.

Officers informed Mr. XXXthat they needed to have a conversation outside of the vehicle. Mr. XXXbegan looking around and fearing that Mr. XXXmay flee, Officer Murphy unlocked the drivers side door and opened the door. Officer Murphy attempted to calmly guide Mr. XXXout of the vehicle and it at that point Mr. XXXreached his right arm towards the gear shifter. Officer Murphy was able to grab a hold of Mr. XXXhand and turn the vehicle off. Officers again began to safely guide Mr. XXXout of the vehicle when he became limp. Officers numerous times asked Mr. XXXto comply and stand up in order to safely conduct a pat frisk for weapons.

Officers were eventually able to get Mr. XXXto comply with Officers orders. A pat frisk of Mr. XXXand the vehicle for weapons was conducted to no avail. Officers explained the reason for the stop and the frisk, to which he stated that he understood. Officers spoke with MSP, who stated they are not interested in this vehicle at this time. 

Verbal warning issued for the tints that were measured at 4%.

DK01F (Murphy/Lonergan)",1
FC24004684,2024-11-23 00:43:00.0000000,,BOSTON,2121,Stopped,Probable Cause,Body Worn Camera,Suv (sport Utility Vehicle),1,1,0,0,0,"T/S for VAL (Red light Violation) on a black 2023 Chevy Equinox RI REG: XXXat the intersection of Columbia Rd. and Brinsley St.

Operator: XXX (DOB: XX/XX/XXXXOpen F/A, Prior F/A, ABPO.

Officers were at the intersection of Blue Hill Ave and Glenway St. when they observed the aforementioned vehicle at the red light. Officers were one car behind the vehicle when they observed it go through the red light when there was a sign saying no turn on red. The vehicle continued down Old Rd. then took a right onto Columbia Rd. Officers were able to get behind the vehicle and initiated a traffic stop at Columbia Rd. and Brinsley St. As officers approached the vehicle, Mr. XXXbecame very argumentative with officers. He stated that while at the red light located at Blue Hill Ave and Glenway St., someone in a Nissan pointed a gun at him, and that is why he ran the light. When asked for the license and registration, he looked at the officer positioned on the passenger side and slightly opened the middle compartment. Mr. XXXstated it was a rental and gave the officer his license. When asked for the rental agreement, due to it being a rental, he stated officers did not need it but said he would give the registration. On numerous occasions, Mr. XXXcontinued to question officers about the traffic stop when officers explained why.

While positioned at the passenger side due to natural darkness, the officer illuminated the flashlight into the vehicle. Mr. XXXbegan to argue as to why the flashlight was on and directed into the vehicle. The officer explained to him that the flashlight was on and pointed into the vehicle to be able to see because it was dark out. Mr. XXXthen began to say that officers pulled him over for a traffic violation, not to search the vehicle. The officer started to observe Mr. XXXhave a rapid heart rate and chest rising up and down, and to continue arguing with the officer. At that point, it was decided that an exit order would be conducted. The officer asked for another car to go to the location, and when the marked cruiser showed up, Mr. XXXeyes widened as if he was shocked. He asked why another car was needed. When officers went to conduct the exit order, Mr. XXXsaid he was not getting out of the vehicle and, at one point, put his hand on the gear as if he was going to flee the stop but noticed he couldn't due to the marked cruiser in front of him. He then requested a PS to the scene, and officers called for a PS, and one responded.

Officers and other officers on scene observed Mr. XXXto start moving all over the vehicle and began to reach to the back seat of the vehicle where there was a backpack on the floor and observed a fanny pack on the back seat. 

When the officer explained what was going on and the reason why an exit order was going to be issued per the PS, a ticket was to be issued. While Mr. XXXwas speaking to officers and the PS, he yelled out that there was no gun in the car when no one asked him.

FIO'd to associate with MV.

Citation Issued.

CK01A (McPherson, Champagnie. P)",0
FC20002963,2020-05-28 17:54:00,WESTMINSTER AVE,ROXBURY,2119,Stopped,Probable Cause, Drugs,Passenger Car/ Automobile,2,1,1,0,2,"E13 DCU drug invest.XXX operator.

XXXthe passenger, summonsed for Distribution Class B.",1
FC24002705,2024-06-29 17:01:00.0000000,,DORCHESTER,2121,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"T/S for VALs (89/4A - Weaving & 90/9D - Obstructed M/V window tint) of a blue 2014 BMW 328I bearing MA Reg: XXXat the intersection of Columbia Rd & Washington St. 

Operator -XXX(prior F/A, ABDW, 94C - Trafficking) 

XXX was argumentative and confrontational with the Officer as she attempted to explain to him the reason for the stop and did not care to listen or let the Officer speak. XXX repeatedly stated that he feels he is being harassed by police due to his window tint. 

MA Uniform Citation XXXissued. 

FIO'd to associate XXX with M/V. 

B457F (Luciw)",0
FC22000815,2022-03-05 02:50:00,,BOSTON,2119,Stopped,Probable Cause,,Passenger Car/ Automobile,2,2,0,0,0,"Officers stopped black Honda MA Reg: XXXfor VALs at intersection of Cedric St and Langdon St. Operated by registered ownerXXX (prior F/A) with front passengeXXX Both have associations with BBMG associates. Both stated they were in area to attend after hours party at XXXCedric Street.

Verbal warning issued, FIO'd to associate with address.",0
FC23001091,2023-02-28 16:27:00.0000000,NEPONSET AVE,HYDE PARK,2136,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"Officers stopped MA REG XXXin the area of XXXNeponset Ave for VALs (revoked registration, tint). Operator of the MV identified asXXX(DOB XX/XX/XXXX(prior F/A, 94c charges) . Inventory search of the vehicle yielded negative results. XXXwas allowed to tow the MV privately. 

LK01F (McNulty/DiPiro)",1
FC25005249,2025-09-28 16:15:00,,BOSTON,2121,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,2,2,0,0,1,"About 6:15PM, on Sunday, 09/28/2025, T/s of KY REG XXXfor crosswalk violation (89/11) at the intersection of Blue Hill Ave & Quincy St.  Operator initially gave officer the name XXXDOB: XX/XX/XXXX  Further investigation revealed the operator to be former Walkhill Ave associate XXXDOB: XXXcurrently serving 10 years on probation out of Suffolk Superior Court. XXXhas prior charges out of Rhode Island for Armed robbery to wit firearm, Multiple firearm charges, and Conspiracy.   XXXsummonsed to Rox Court for the appropriate charges.     FIOE to assoc relationship.     Kovaleski",1
